1,-21.0
2,-20.0
3,-21.0
4,-21.0
5,-20.0
6,-20.0
7,-21.0
8,-21.0
9,-20.0
10,-21.0
11,-21.0
12,-21.0
13,-21.0
14,-20.0
15,-21.0
16,-18.0
17,-21.0
18,-20.0
19,-20.0
20,-17.0
21,-21.0
22,-19.0
23,-21.0
24,-21.0
25,-21.0
26,-20.0
27,-21.0
28,-20.0
29,-21.0
30,-21.0
31,-18.0
32,-21.0
33,-21.0
34,-20.0
35,-21.0
36,-21.0
37,-21.0
38,-21.0
39,-21.0
40,-19.0
41,-21.0
42,-21.0
43,-21.0
44,-21.0
45,-21.0
46,-21.0
47,-20.0
48,-21.0
49,-21.0
50,-21.0
51,-21.0
52,-21.0
53,-20.0
54,-20.0
55,-21.0
56,-21.0
57,-21.0
58,-20.0
59,-19.0
60,-21.0
61,-21.0
62,-21.0
63,-21.0
64,-21.0
65,-21.0
66,-20.0
67,-21.0
68,-21.0
69,-21.0
70,-21.0
71,-21.0
72,-18.0
73,-21.0
74,-21.0
75,-21.0
76,-21.0
77,-20.0
78,-21.0
79,-19.0
80,-20.0
81,-20.0
82,-20.0
83,-21.0
84,-21.0
85,-21.0
86,-20.0
87,-20.0
88,-20.0
89,-21.0
90,-20.0
91,-20.0
92,-20.0
93,-21.0
94,-20.0
95,-19.0
96,-20.0
97,-20.0
98,-19.0
99,-21.0
100,-21.0
101,-20.0
102,-21.0
103,-21.0
104,-20.0
105,-20.0
106,-21.0
107,-20.0
108,-20.0
109,-20.0
110,-21.0
111,-21.0
112,-19.0
113,-21.0
114,-20.0
115,-18.0
116,-21.0
117,-17.0
118,-21.0
119,-21.0
120,-20.0
121,-18.0
122,-21.0
123,-21.0
124,-18.0
125,-21.0
126,-21.0
127,-20.0
128,-21.0
129,-21.0
130,-21.0
131,-17.0
132,-20.0
133,-20.0
134,-20.0
135,-16.0
136,-19.0
137,-21.0
138,-21.0
139,-21.0
140,-19.0
141,-21.0
142,-19.0
143,-18.0
144,-20.0
145,-21.0
146,-19.0
147,-18.0
148,-21.0
149,-21.0
150,-20.0
151,-20.0
152,-21.0
153,-20.0
154,-21.0
155,-21.0
156,-20.0
157,-20.0
158,-20.0
159,-21.0
160,-19.0
161,-21.0
162,-21.0
163,-21.0
164,-19.0
165,-19.0
166,-21.0
167,-21.0
168,-21.0
169,-20.0
170,-19.0
171,-20.0
172,-20.0
173,-19.0
174,-21.0
175,-21.0
176,-20.0
177,-20.0
178,-21.0
179,-18.0
180,-20.0
181,-20.0
182,-21.0
183,-20.0
184,-21.0
185,-19.0
186,-18.0
187,-21.0
188,-21.0
189,-21.0
190,-20.0
191,-21.0
192,-20.0
193,-21.0
194,-18.0
195,-21.0
196,-21.0
197,-20.0
198,-21.0
199,-21.0
200,-19.0
201,-19.0
202,-21.0
203,-19.0
204,-20.0
205,-20.0
206,-20.0
207,-18.0
208,-21.0
209,-21.0
210,-21.0
211,-20.0
212,-20.0
213,-21.0
214,-21.0
215,-21.0
216,-21.0
217,-21.0
218,-20.0
219,-19.0
220,-20.0
221,-19.0
222,-19.0
223,-21.0
224,-21.0
225,-20.0
226,-20.0
227,-20.0
228,-20.0
229,-21.0
230,-20.0
231,-20.0
232,-18.0
233,-19.0
234,-19.0
235,-19.0
236,-19.0
237,-21.0
238,-19.0
239,-21.0
240,-21.0
241,-20.0
242,-17.0
243,-20.0
244,-21.0
245,-20.0
246,-19.0
247,-20.0
248,-19.0
249,-20.0
250,-20.0
251,-19.0
252,-21.0
253,-21.0
254,-20.0
255,-21.0
256,-19.0
257,-20.0
258,-19.0
259,-21.0
260,-21.0
261,-21.0
262,-21.0
263,-20.0
264,-21.0
265,-19.0
266,-20.0
267,-18.0
268,-20.0
269,-21.0
270,-20.0
271,-20.0
272,-20.0
273,-19.0
274,-19.0
275,-21.0
276,-19.0
277,-21.0
278,-21.0
279,-21.0
280,-21.0
281,-18.0
282,-20.0
283,-18.0
284,-20.0
285,-20.0
286,-21.0
287,-20.0
288,-20.0
289,-20.0
290,-20.0
291,-21.0
292,-19.0
293,-21.0
294,-21.0
295,-21.0
296,-21.0
297,-20.0
298,-21.0
299,-17.0
300,-20.0
301,-19.0
302,-20.0
303,-21.0
304,-21.0
305,-20.0
306,-21.0
307,-20.0
308,-18.0
309,-20.0
310,-19.0
311,-20.0
312,-21.0
313,-20.0
314,-19.0
315,-20.0
316,-21.0
317,-20.0
318,-18.0
319,-20.0
320,-19.0
321,-16.0
322,-21.0
323,-20.0
324,-19.0
325,-21.0
326,-21.0
327,-17.0
328,-20.0
329,-19.0
330,-20.0
331,-20.0
332,-21.0
333,-19.0
334,-20.0
335,-20.0
336,-20.0
337,-20.0
338,-16.0
339,-19.0
340,-19.0
341,-20.0
342,-21.0
343,-20.0
344,-19.0
345,-19.0
346,-19.0
347,-21.0
348,-18.0
349,-20.0
350,-21.0
351,-19.0
352,-19.0
353,-19.0
354,-20.0
355,-21.0
356,-21.0
357,-19.0
358,-20.0
359,-20.0
360,-18.0
361,-20.0
362,-19.0
363,-21.0
364,-17.0
365,-17.0
366,-21.0
367,-20.0
368,-21.0
369,-20.0
370,-19.0
371,-21.0
372,-21.0
373,-21.0
374,-20.0
375,-19.0
376,-19.0
377,-19.0
378,-21.0
379,-18.0
380,-19.0
381,-18.0
382,-20.0
383,-18.0
384,-19.0
385,-21.0
386,-19.0
387,-20.0
388,-19.0
389,-21.0
390,-20.0
391,-18.0
392,-21.0
393,-19.0
394,-19.0
395,-21.0
396,-20.0
397,-19.0
398,-21.0
399,-19.0
400,-20.0
401,-19.0
402,-20.0
403,-19.0
404,-18.0
405,-20.0
406,-18.0
407,-20.0
408,-20.0
409,-21.0
410,-19.0
411,-18.0
412,-21.0
413,-21.0
414,-19.0
415,-21.0
416,-20.0
417,-21.0
418,-19.0
419,-20.0
420,-19.0
421,-19.0
422,-19.0
423,-19.0
424,-18.0
425,-19.0
426,-19.0
427,-19.0
428,-21.0
429,-18.0
430,-21.0
431,-19.0
432,-21.0
433,-18.0
434,-19.0
435,-20.0
436,-20.0
437,-21.0
438,-17.0
439,-18.0
440,-20.0
441,-21.0
442,-20.0
443,-17.0
444,-19.0
445,-20.0
446,-18.0
447,-19.0
448,-20.0
449,-19.0
450,-21.0
451,-20.0
452,-21.0
453,-18.0
454,-18.0
455,-21.0
456,-17.0
457,-18.0
458,-18.0
459,-21.0
460,-19.0
461,-19.0
462,-17.0
463,-21.0
464,-20.0
465,-21.0
466,-21.0
467,-18.0
468,-21.0
469,-16.0
470,-18.0
471,-19.0
472,-18.0
473,-21.0
474,-21.0
475,-18.0
476,-21.0
477,-19.0
478,-20.0
479,-15.0
480,-19.0
481,-20.0
482,-21.0
483,-20.0
484,-19.0
485,-20.0
486,-18.0
487,-18.0
488,-20.0
489,-21.0
490,-19.0
491,-20.0
492,-17.0
493,-20.0
494,-21.0
495,-20.0
496,-20.0
497,-18.0
498,-18.0
499,-18.0
500,-20.0
501,-16.0
502,-19.0
503,-17.0
504,-20.0
505,-19.0
506,-19.0
507,-19.0
508,-21.0
509,-19.0
510,-21.0
511,-20.0
512,-18.0
513,-18.0
514,-16.0
515,-21.0
516,-19.0
517,-20.0
518,-18.0
519,-20.0
520,-14.0
521,-19.0
522,-19.0
523,-19.0
524,-20.0
525,-19.0
526,-21.0
527,-21.0
528,-19.0
529,-17.0
530,-18.0
531,-21.0
532,-14.0
533,-16.0
534,-21.0
535,-20.0
536,-20.0
537,-19.0
538,-19.0
539,-15.0
540,-20.0
541,-19.0
542,-18.0
543,-20.0
544,-20.0
545,-21.0
546,-18.0
547,-20.0
548,-18.0
549,-18.0
550,-18.0
551,-19.0
552,-19.0
553,-19.0
554,-17.0
555,-20.0
556,-19.0
557,-19.0
558,-20.0
559,-18.0
560,-20.0
561,-19.0
562,-19.0
563,-21.0
564,-17.0
565,-19.0
566,-19.0
567,-13.0
568,-17.0
569,-19.0
570,-20.0
571,-18.0
572,-19.0
573,-18.0
574,-17.0
575,-19.0
576,-21.0
577,-18.0
578,-20.0
579,-18.0
580,-19.0
581,-11.0
582,-20.0
583,-20.0
584,-21.0
585,-20.0
586,-17.0
587,-19.0
588,-21.0
589,-19.0
590,-20.0
591,-20.0
592,-21.0
593,-21.0
594,-19.0
595,-17.0
596,-18.0
597,-21.0
598,-19.0
599,-19.0
600,-18.0
601,-16.0
602,-21.0
603,-20.0
604,-20.0
605,-20.0
606,-17.0
607,-17.0
608,-18.0
609,-21.0
610,-19.0
611,-18.0
612,-19.0
613,-20.0
614,-16.0
615,-16.0
616,-19.0
617,-18.0
618,-19.0
619,-15.0
620,-12.0
621,-19.0
622,-18.0
623,-20.0
624,-17.0
625,-20.0
626,-17.0
627,-18.0
628,-19.0
629,-16.0
630,-17.0
631,-19.0
632,-18.0
633,-17.0
634,-20.0
635,-20.0
636,-21.0
637,-21.0
638,-16.0
639,-21.0
640,-18.0
641,-20.0
642,-20.0
643,-19.0
644,-19.0
645,-20.0
646,-21.0
647,-21.0
648,-20.0
649,-17.0
650,-19.0
651,-21.0
652,-19.0
653,-20.0
654,-19.0
655,-17.0
656,-16.0
657,-18.0
658,-17.0
659,-18.0
660,-17.0
661,-15.0
662,-19.0
663,-20.0
664,-15.0
665,-16.0
666,-19.0
667,-20.0
668,-19.0
669,-18.0
670,-21.0
671,-20.0
672,-18.0
673,-16.0
674,-16.0
675,-17.0
676,-20.0
677,-16.0
678,-21.0
679,-20.0
680,-20.0
681,-19.0
682,-19.0
683,-20.0
684,-16.0
685,-19.0
686,-17.0
687,-19.0
688,-18.0
689,-16.0
690,-17.0
691,-17.0
692,-17.0
693,-20.0
694,-19.0
695,-18.0
696,-18.0
697,-19.0
698,-19.0
699,-19.0
700,-17.0
701,-18.0
702,-18.0
703,-17.0
704,-21.0
705,-17.0
706,-21.0
707,-19.0
708,-15.0
709,-18.0
710,-20.0
711,-17.0
712,-16.0
713,-15.0
714,-19.0
715,-19.0
716,-16.0
717,-19.0
718,-19.0
719,-17.0
720,-21.0
721,-16.0
722,-18.0
723,-19.0
724,-21.0
725,-21.0
726,-19.0
727,-18.0
728,-18.0
729,-16.0
730,-20.0
731,-18.0
732,-21.0
733,-21.0
734,-19.0
735,-21.0
736,-17.0
737,-16.0
738,-18.0
739,-15.0
740,-17.0
741,-16.0
742,-15.0
743,-19.0
744,-18.0
745,-18.0
746,-18.0
747,-20.0
748,-17.0
749,-14.0
750,-14.0
751,-16.0
752,-19.0
753,-20.0
754,-18.0
755,-16.0
756,-19.0
757,-17.0
758,-20.0
759,-16.0
760,-17.0
761,-21.0
762,-19.0
763,-21.0
764,-17.0
765,-18.0
766,-18.0
767,-19.0
768,-13.0
769,-18.0
770,-17.0
771,-18.0
772,-15.0
773,-17.0
774,-18.0
775,-15.0
776,-18.0
777,-18.0
778,-13.0
779,-17.0
780,-16.0
781,-17.0
782,-17.0
783,-18.0
784,-13.0
785,-17.0
786,-17.0
787,-15.0
788,-20.0
789,-19.0
790,-19.0
791,-16.0
792,-18.0
793,-19.0
794,-18.0
795,-16.0
796,-15.0
797,-19.0
798,-12.0
799,-14.0
800,-18.0
801,-17.0
802,-16.0
803,-13.0
804,-18.0
805,-15.0
806,-19.0
807,-19.0
808,-17.0
809,-18.0
810,-17.0
811,-17.0
812,-16.0
813,-20.0
814,-11.0
815,-16.0
816,-15.0
817,-16.0
818,-12.0
819,-17.0
820,-18.0
821,-21.0
822,-17.0
823,-14.0
824,-18.0
825,-19.0
826,-19.0
827,-13.0
828,-20.0
